id,date,username,tweet,cleaned,dbscan_tfidf,range_id
b2b21a9f-582b-420f-82c6-39f1160f3ed1,2020-02-27,medanphaikia,@koinworks down ya? Tidak bisa login  pic.twitter.com/9yc0fN1SUV,down ya bisa login 9yc0fn1suv,1,947
473cdd3b-aba4-45d3-a161-f5b445c63dbc,2020-02-27,captain_kuro,"@koinworks app nya lagi error? Muncul ""something went wrong"" terus. Ga ada data muncul. Udah versi terbaru",nya error muncul something went wrong ga ada data muncul udah versi terbaru,0,948
be6deccf-083b-4113-b25d-b6420d1889d5,2020-02-27,kmzkgyn,koinworks lagi error ya min?  pic.twitter.com/5XGcG4TgPN,error ya min 5xgcg4tgpn,-1,949
8275a6f2-df11-4faa-9f1e-4f466a418589,2020-02-27,danytrikusuma,@koinworks min webnya n appsnya kok ga bisa dibuka di punyaku. Kenapa nih,min webnya n appsnya ga bisa dibuka punyaku nih,1,950
3ce890b0-ae24-40fa-81d0-d2c39162ae15,2020-02-27,alizahilya,Sudah seminggu pengajuan pinjaman kok belum di proses ya Bu?,sudah seminggu pengajuan pinjaman proses ya bu,-1,951
a1baab6d-6220-4831-8e16-918366a76707,2020-02-26,osinovenda,"@koinworks halo, 2 kampanyeku ini kenapa ya? Dari awal februari statusnya 'mendatang' terus? Mohon bantuannya. Terimakasih  pic.twitter.com/DmJ9v5HfSb",halo kampanyeku ya februari statusnya mohon bantuannya terimakasih dmj9v5hfsb,1,952
480584bd-639d-44e5-b864-6f986c5b7155,2020-02-26,sky_toll,"Hi, let me introduce you to KoinWorks, Indonesia First Super  http://Fin.App . Get return up to 18% p.a & non-collateralized loan* in one single app.  watch video
 https://youtu.be/ir7B7HSXwRs  
Download and *Use my code 37718 to get 350,000* KOIN or click https://koinworks.onelink.me/LgVI/7a74715 ",let me introduce you to indonesia first super fin get return up to p a non collateralized loan in one single watch video be ir7b7hsxwrs and use my to get koin or click onelink me lgvi 7a74715,-1,953
4b77c6c5-1ec8-4da0-8e20-1b368ea56145,2020-02-25,gus_kalacakra,@koinworks berapa hari penarikan dana sampai di bank pendana?,penarikan dana bank pendana,0,954
6952a0e4-3d61-4b22-975b-e0231856d912,2020-02-25,franskwee06,"@koinworks Hi, tlg dibantu uang saya blm masuk ke account cash. Kronologi sbb :
14 Feb : Top Up account cash
18 Feb : Email ke support krn ga reflect di account saya
19 Feb : Dijwb Support, sudah disampaikan dan diminta cek rekening berkala
25 Feb : sampe skrg tdk ada masuk",tlg dibantu uang blm masuk account cash kronologi sbb feb top up account cash feb email support krn ga reflect account feb dijwb support sudah cek rekening berkala feb sampe skrg tdk ada masuk,-1,955
89e72e29-269e-42ea-8900-9fa14ff5e89b,2020-02-25,yadimaisur,"[PROMO] #PesanDariHati Welly Ng, Owner Beauty Barn  https://koinworks.com/blog/promo-pesan-dari-hati/ … lewat @koinworks",promo pesandarihati welly ng owner beauty barn blog promo pesan hati,0,956
4497fb46-95ca-4b70-b1e1-3b8e181b320c,2020-02-25,sabdaawal,"MINIMAL INVESTASI
bervariasi tergantung fintek itu sendiri. mulai dari 5k - 3 juta.
qazwa : 5k
modalrakyat : 25k
ammana : 50k
akseleran, koinworks : 100k
Asetku :1 s.d 2 juta
amartha : 3 juta",minimal investasi bervariasi tergantung fintek 5k juta qazwa 5k modalrakyat 25k ammana 50k akseleran 100k asetku s d juta amartha juta,0,957
72e6f986-aed0-486d-8f42-e21986336d5b,2020-02-24,friiyayy,@koinworks halo min mau nanya cara gunain koin gmna ya? Ini koin gak bisa buat beli koinrobo?,halo min nanya gunain koin gmna ya koin gak bisa beli koinrobo,-1,958
eb35761e-0a40-42e6-b389-69200117feb5,2020-02-24,gizmologiid,KoinWorks Perkenalkan Fitur KoinP2P di Aplikasi Terbarunya  https://gizmologi.id/news/koinworks-fitur-koinp2p/ …,perkenalkan fitur koinp2p aplikasi terbarunya gizmologi id news fitur koinp2p,0,959
4fd71949-e34e-4356-a78f-367c0bffde7a,2020-02-24,gizmologi,Platform fintech @KoinWorks Perkenalkan Fitur KoinP2P  https://gizmologi.id/news/koinworks-fitur-koinp2p/ … pic.twitter.com/RelwmrUOsl,platform fintech perkenalkan fitur koinp2p gizmologi id news fitur koinp2p relwmruosl,0,960
ed89f615-987b-42ad-aa90-9a8b60404297,2020-02-24,femmesabaru,"@koinworks halo - boleh tolong bantuannya? mau login udah request OTP tapi ga diterima. akhirnya coba resend tapi tetep ga diterima. sampai akhirnya 3 kali dan dibilang ""you entered the wrong code for 3 times"" padahal dpt OTP nya aja engga :(  pic.twitter.com/gP7HeC6gXJ",halo tolong bantuannya login udah request otp ga diterima coba resend tetep ga diterima kali dibilang you entered the wrong for times dpt otp nya engga gp7hec6gxj,-1,961
e4afda20-949e-4968-9f5a-834307d2060a,2020-02-21,atunngg,"Efeknya pendanaan di KoinWorks harus menunggu cukup lama dari dana mulai diinvestasikan hingga menghasilkan, karena harus memenuhi kuota pendanaan & menunggu dokumen lengkap, baru dana disalurkan. Sedangkan yang lain, dana yang diinvestasikan langsung disalurkan dan menghasilkan.",efeknya pendanaan menunggu dana diinvestasikan menghasilkan memenuhi kuota pendanaan menunggu dokumen lengkap dana disalurkan dana diinvestasikan langsung disalurkan menghasilkan,0,962
3530b17f-412d-4994-a480-d128d2207c55,2020-02-21,atunngg,"Meskipun sama-sama crowdfunding, alokasi pendanaan KoinWorks diberikan ke satu per satu peminjam (konensional), sedangkan di platform pendanaan lain berbentuk produk yang masing-masing langsung mendanai banyak peminjam.",crowdfunding alokasi pendanaan peminjam konensional platform pendanaan berbentuk produk langsung mendanai peminjam,0,963
541592a2-c2dd-4832-8221-deaf3ec803cb,2020-02-21,atunngg,"Lagi nyobain investasi di platform P2P Lending. Koinworks, Uangme, Cashwagon & Asetku. Secara teori, investasi di KoinWorks dan uangme lebih aman tapi di Asetku dan cashwagon lebih menguntungkan.",nyobain investasi platform p2p lending uangme cashwagon asetku teori investasi uangme aman asetku cashwagon menguntungkan,0,964
f4f9b0eb-b8ec-47e9-b587-bd0021a2027b,2020-02-21,sky_toll,"Hi, let me introduce you to KoinWorks, Indon First Super  http://Fin.App . Get return up to 18% p.a & non-collateralized loan* in one single app.  watch video
 https://youtu.be/ir7B7HSXwRs  
Download and *Use my code 37718 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/7a74715 ",let me introduce you to indon first super fin get return up to p a non collateralized loan in one single watch video be ir7b7hsxwrs and use my to get koin or click onelink me lgvi 7a74715,-1,965
eb875cdc-c435-4619-a477-5c5881f13fe7,2020-02-21,dealstreetasia,"People Digest: 

🔹KoinWorks hires 4 top execs
🔹StepStone appoints partner 

 https://buff.ly/32el77l ",people digest hires top execs stepstone appoints partner buff ly 32el77l,0,966
bc34e189-a3c5-499e-afa9-17575fd64090,2020-02-21,gerunion77,"@koinworks admin, mohon penjelasan utk mengajukan pinjaman lagi apabila di rejecd",admin mohon penjelasan utk mengajukan pinjaman rejecd,0,967
30dd559a-4cad-49a5-b742-deeb658b6aec,2020-02-21,gerunion77,Ini yg harus disebarluaskan.,disebarluaskan,0,968
dbc013e1-67ed-4d68-a2b9-f73cc6a8d0f0,2020-02-21,antvaset,KoinWorks / @koinworks  pic.twitter.com/x2CIYGeH3x,x2ciygeh3x,0,969
92eada3a-5474-4482-ae1b-07ad4a482f5c,2020-02-21,siarnews,"KoinWorks Memperkenalkan Layanan KoinP2P Miliknya

 http://SIAR.Com , Jakarta – KoinWorks yang merupakan platform one-stop financial solution memperkenalkan

#lifestyle
#fintech
#startup
#peertopeer

Go to Link :  https://siar.com/koinworks-memperkenalkan-layanan-koinp2p-miliknya/ … pic.twitter.com/VSSnlg65Rz",memperkenalkan layanan koinp2p miliknya siar jakarta platform one stop financial solution memperkenalkan lifestyle fintech startup peertopeer go to link siar memperkenalkan layanan koinp2p miliknya vssnlg65rz,25,970
5940c3e2-2a41-4c36-ac9b-3189bb219edc,2020-02-20,kuroikyun,tunggu berapa bulan lagi niy? Bener2 tidak nyaman niy pengen cabut keanggotaan Koinworks 😅👺,tunggu niy bener2 nyaman niy pengen cabut keanggotaan,0,971
c07398cc-4ed0-461d-a02b-299e16003e43,2020-02-20,devils4dvocate,"Ini gimana ceritanya, gagal bayar malah terus-terusan diundur. Harusnya kan ada pencairan dana proteksi.

Dari 2018 diundur-undur terus. pic.twitter.com/kcbDdVip0f",gimana ceritanya gagal bayar terusan diundur ada pencairan dana proteksi diundur undur kcbddvip0f,0,972
31275883-b31a-44ec-b9ac-08f51e68af8c,2020-02-20,osinovenda,"@koinworks Halo, 2 kampanyeku ini sejak Januari kenapa tidak tidak ada progres ya? Statusnya masih upcoming mulu. Mohon bantuannya. Terimakasih  pic.twitter.com/kUpqPAvHlw",halo kampanyeku januari ada progres ya statusnya upcoming mulu mohon bantuannya terimakasih kupqpavhlw,1,973
6c6981ef-dce1-4151-a0a0-ebf6f0be4745,2020-02-20,amiesavitri,@koinworks kalau mau laporan keuangan sebagai lender di tahun 2019 sekarang lihat/download di mana ya?,laporan keuangan lender lihat ya,1,974
006f26fe-a036-4ddc-9967-3b12ebec52ed,2020-02-20,_920104,"hai , sudah saya reply via dm ya . tolong dicek . thanks",hai sudah reply via dm ya tolong dicek thanks,-1,975
6bacdf3f-f663-4863-ba37-0e0e69b3d3f8,2020-02-20,feelfaried,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 
 *Click to watch video* 
  https://youtu.be/ir7B7HSXwRs  
 
 Download and *Use my code FL48125 to get 350,000* KOIN",let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single click to watch video be ir7b7hsxwrs and use my fl48125 to get koin,4,976
37d8d15f-95b8-4fb8-bf49-60f1b84cc9e5,2020-02-20,sonyruntulalu,"@koinworks  Saya punya pinjaman produk id 920193EC2 GradeA, sejak bulan November 2019 (seharusnya pembayaran kedua) belum dibayar. Mohon segera dicairkan dana proteksi",pinjaman produk id 920193ec2 gradea november pembayaran dibayar mohon dicairkan dana proteksi,0,977
0066ce3d-aa00-4566-b02e-bb6448be61b7,2020-02-20,sonyruntulalu,"@koinworks saya punya pinjaman produk id 920192A76 Grade A, belum dibayar sama sekali sejak bulan Novembet 2019. Mohon segera dicairkan dana proteksi",pinjaman produk id 920192a76 grade a dibayar novembet mohon dicairkan dana proteksi,0,978
15c96092-ea10-4388-a550-825fbb26c7f5,2020-02-20,rhernawati84,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 
 *Click to watch video* 
  https://youtu.be/ir7B7HSXwRs  
 
 Download and *Use my code a89642  get 350,000* KOIN or click pic.twitter.com/lnC5uL7UKj",let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single click to watch video be ir7b7hsxwrs and use my a89642 get koin or click lnc5ul7ukj,-1,979
131049b6-896d-4cbc-b4d5-625db15d019c,2020-02-19,_920104,"@koinworks no hp yang tertera seharusnya +62812xx tapi tiba2 berubah setelah verifikasi jadi +6212xx. Saat pendaftaran pertama kali, nomor tersebut sudah pernah dikirimkan OTP oleh koinworks melalui WA ke nomor yang sesuai. knp tiba2 no hp tsb bisa berubah ?",no hp tertera 62812xx tiba2 berubah verifikasi 6212xx pendaftaran kali nomor sudah dikirimkan otp wa nomor sesuai knp tiba2 no hp tsb bisa berubah,0,980
1ce37f47-6ff3-4b4d-8525-f07de8f45da6,2020-02-19,swamediainc,"Empat Talenta Baru Warnai Manajemen KoinWorks

Perusahaan peer-to-peer (P2P) lending KoinWorks yang kini berevolusi menjadi platform layanan finansial lengkap untuk kebutuhan pribadi dan usaha atau Super Finacial App…  https://www.instagram.com/p/B8vnuAnlEGr/?igshid=8bnjj6gd4sfj …",talenta warnai manajemen perusahaan peer to peer p2p lending berevolusi platform layanan finansial lengkap kebutuhan pribadi usaha super finacial p b8vnuanlegr igshid 8bnjj6gd4sfj,-1,981
f67607a4-7a42-4751-8c79-c593c98709f8,2020-02-19,moestopo_radio,"So be ready guys😆
👉INCLUDE KNOWLEDGE, CERTIFICATE, SNACK, LUNCH, GOODIEBAG ,AND GET FUNDING BALANCE IDR 350.000 FROM KOINWORKS 👈

C’mon guys let’s join our event Let us be succes from investment 😉

Contact Person:
📲 WA/Line : * Cheria * 082197629426 / cheria",so be ready guys include knowledge certificate snack lunch goodiebag and get funding balance idr from cmon guys lets join our event let us be succes from investment contact person wa line cheria cheria,-1,982
5d6b258b-664b-4a18-b195-8823547e6a97,2020-02-19,sabaicoin,Tadi kirain ada kosakata baru...whishlist.,kirain ada kosakata whishlist,0,983
c2ff7f26-201a-4d6a-b548-67386ae01f1b,2020-02-19,selpipoy,Terimakasih atas responnya. Sudah saya DM ya min. Mohon dibantu makasi,terimakasih responnya sudah dm ya min mohon dibantu makasi,-1,984
c083b075-c325-47b9-8edb-f033f532f66b,2020-02-19,kuroikyun,"wishlist aq ID produk no.  212019fb3f dibayarkan 2 jutanya ke saya LUNAS SEKARANG JUGA. Terima
kasih.",wishlist aq id produk no 212019fb3f dibayarkan jutanya lunas terima kasih,0,985
8934bdb5-20ed-45bd-8750-8403f6de6e22,2020-02-19,kuroikyun,"tunggu berapa lama lagi? 1 bulan, 1 tahun? Jawabannya template amat 😏😏",tunggu jawabannya template,0,986
d06612f5-f315-473c-96b5-df7084824b8c,2020-02-19,zamsajah,"Melek Fintech, Jawa Barat Salah Satu Daerah dengan Pengguna KoinWorks Terbanyak  http://dlvr.it/RQJNdy ",melek fintech jawa barat salah daerah pengguna dlvr it rqjndy,0,987
08afc907-65b8-4cb5-8ae1-4a0fd6dad850,2020-02-19,seputarjabarcom,"Melek Fintech, Jawa Barat Salah Satu Daerah dengan Pengguna KoinWorks Terbanyak  http://dlvr.it/RQJNdq ",melek fintech jawa barat salah daerah pengguna dlvr it rqjndq,0,988
c62a3d0e-a452-4e35-945b-1088fc71ee83,2020-02-19,j0bnl1,"Melek Fintech, Jawa Barat Salah Satu Daerah dengan Pengguna KoinWorks Terbanyak  http://j.mp/2HCp4te  pic.twitter.com/N1VcBYeF2w",melek fintech jawa barat salah daerah pengguna j mp 2hcp4te n1vcbyef2w,0,989
7f17641e-21ba-4939-bf23-a727355547ff,2020-02-18,javania_shop,Sudah paham skrg. Terima kasih,sudah paham skrg terima kasih,14,990
90f74ddf-b328-42da-8a1a-e2ea595f75f0,2020-02-18,gemmazaslavski,"1. Keliling dunia, visit semua negara
2. Punya uang 1 M rupiah
3. Beli rumah sendiri

Ngayal dulu boleh lah ya 😂",keliling dunia visit negara uang m rupiah beli rumah ngayal ya,0,991
38e1f44c-7924-4f76-a4f8-90d1d9065fc1,2020-02-18,swamediainc,Empat Talenta Baru Warnai Manajemen KoinWorks  https://swa.co.id/swa/listed-articles/empat-talenta-baru-warnai-manajemen-koinworks … pic.twitter.com/m0ESnGnsIl,talenta warnai manajemen swa co id swa listed articles talenta warnai manajemen m0esngnsil,0,992
dd35fc0e-7734-433b-b1b9-01e581f28f4e,2020-02-18,jakarta__event,"Mau tau serunya membuat perbincangan mengenai Pajak dan kaitannya dengan perencanaan keuangan bagi Milenial ?
.
Kali ini KoinWorks buat Money Diary Talks (MDT) di Jakarta!
.
#MoneyDiary Talk kali ini akan mengangkat…  https://www.instagram.com/p/B8tLMmKgusR/?igshid=1nl1t1iyzvblc …",tau serunya perbincangan pajak kaitannya perencanaan keuangan milenial kali money diary talks mdt jakarta moneydiary talk kali mengangkat p b8tlmmkgusr igshid 1nl1t1iyzvblc,0,993
a6dba148-9c36-4e01-9373-1843aacffde7,2020-02-18,hendra1975,"1. Pinjaman di acc
2. Bisa jalankan usaha
3. Bisa sukses jalanin usaha

Amin",pinjaman acc bisa jalankan usaha bisa sukses jalanin usaha amin,0,994
ff16d5a9-86e3-458a-bc92-d72cf9e282c3,2020-02-18,kivid08,@ultra_voucher Kak untuk voucher koinworks kok belum ada lagi ya?,ultra voucher kak voucher ada ya,1,995
0a328e82-06fa-4edf-9e68-89c164652889,2020-02-18,kontannews,"Gandeng Mandiri Manajemen Investasi, KoinWorks tawarkan produk reksadana ke lender  http://keuangan.kontan.co.id/news/gandeng-mandiri-manajemen-investasi-koinworks-tawarkan-produk-reksadana-ke-lender … #Fintech",gandeng mandiri manajemen investasi tawarkan produk reksadana lender keuangan kontan co id news gandeng mandiri manajemen investasi tawarkan produk reksadana lender fintech,0,996
0be2d9fd-db5e-4d95-8491-db03185cdfc6,2020-02-18,kivid08,"@koinworks Kok saya tidak bisa redeem voucher koin ya? Pas diklik selalu blank dan balik ke dashboard. Sudah install ulang juga, kalo via desktop gimana ya?mohon solusi  pic.twitter.com/qKyLmY2yxE",bisa redeem voucher koin ya pas diklik blank dashboard sudah install ulang kalo via desktop gimana ya mohon solusi qkylmy2yxe,-1,997
e479c21e-511b-457b-bf5b-5bb7f33146e2,2020-02-18,selpipoy,Coin di koinworks kenapa engga bisa dipakai ya? Mungkin bisa dikasihtau kenapa? @koinworks,coin engga bisa dipakai ya bisa dikasihtau,0,998
32a2a3c0-8a7e-447a-b12d-0d03677ae0e2,2020-02-18,pasfmsby,"Selain itu, Koinworks juga menargetkan tahun ini bisa menyandang gelar unicorn, atau perusahaan rintisan dengan valuasi minimal 1 milliar dolar amerika.  pic.twitter.com/Y3bxHV0obq",menargetkan bisa menyandang gelar unicorn perusahaan rintisan valuasi minimal milliar dolar amerika y3bxhv0obq,0,999
00742030-cfea-4dcd-84d2-6c464cc783fb,2020-02-18,1306_nd,"Let me introduce you to KoinWorks, Indonesia First Super Financial App. Get return up to 18% p.a and non-collateralized loan in one single app. 
Click to watch video
 https://youtu.be/ir7B7HSXwRs   
Download and Use my code NC13477 to get 350,000 KOIN or click https://koinworks.onelink.me/LgVI/d57efd81 ",let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single click to watch video be ir7b7hsxwrs and use my nc13477 to get koin or click onelink me lgvi d57efd81,34,1000
46486563-9a22-4e42-9f7a-bab4c0a9ee3d,2020-02-18,arheyofficial,"1. Tempat usaha sendiri
2. Portfolio investasi yg bagus
3. Beli rumah sendiri

Amiiiii..nnn !!!🤲🤲🤲",usaha portfolio investasi bagus beli rumah amiiiii nnn,0,1001
032e2752-f7e3-4d30-acdd-94b388bc5c93,2020-02-18,ziziemerys,"1. Renov Rumah
2. Ganti Mobil
3. Pergi Haji",renov rumah ganti mobil pergi haji,0,1002
2811146d-f741-4f3f-a47d-f6c240d90143,2020-02-18,bewara_jabar,"KoinWorks Gandeng Talenta Berbakat, Optimis Penuhi Target 2020  https://bewarajabar.com/koinworks-gandeng-talenta-berbakat-optimis-penuhi-target-2020/ … pic.twitter.com/Gm4LqcT9z9",gandeng talenta berbakat optimis penuhi target bewarajabar gandeng talenta berbakat optimis penuhi target gm4lqct9z9,0,1003
b6141ca7-6081-4b79-a57c-12f45d737392,2020-02-18,sabaicoin,"Apa itu whistlist?

Apa itu MiKo? MiKo = kamu?",whistlist miko miko,0,1004
b570dcaf-7715-4633-a903-5083e31bdb0f,2020-02-18,siarnews,"KoinWorks Kumpulkan Talenta Berbakat

 http://SIAR.Com , Jakarta – Dalam upayanya menjadi perusahaan terbaik di bidang finansial teknologi (fintech)

#creativeindustries
#startup
#fintech
#Manpower

Go to link :  https://siar.com/koinworks-kumpulkan-talenta-berbakat/ … pic.twitter.com/K39Y21i0CX",kumpulkan talenta berbakat siar jakarta upayanya perusahaan terbaik bidang finansial teknologi fintech creativeindustries startup fintech manpower go to link siar kumpulkan talenta berbakat k39y21i0cx,-1,1005
4db26060-4221-4cb7-ab08-385e337e9a6f,2020-02-18,cashpopid,"Ada 10,000 Normal Gold untuk kalian setelah menyelesaikan misi DOWNLOAD & INSTAL Koinworks  pic.twitter.com/OqL1RqTXfT",ada normal gold menyelesaikan misi instal oql1rqtxft,0,1006
ff91f0a1-aba6-4b65-ab94-eb232134415d,2020-02-18,republikaonline,Koinworks menargetkan untuk mencapai sebanyak satu juta pengguna di 2020.  http://republika.co.id/berita/ekonomi/fintech/20/02/17/q5ufhh4717000-strategi-dan-target-bisnis-koinworks-unicorn-1-juta-pengguna-hingga-direksi-baru …,menargetkan mencapai juta pengguna republika co id berita ekonomi fintech q5ufhh4717000 strategi target bisnis unicorn juta pengguna direksi,0,1007
79ec67b7-f684-4a98-a6d4-555c1f74cb23,2020-02-17,dedisuparman87,"Hi, check out *KoinEmployee powered by KoinWorks* We offer you a complete solution in accessing an *easy, fast and low rate employee loans perfect for all your personal needs.* 

*Download and Get all the benefits:*  https://koinworks.onelink.me/Nfbo/8P99Q352K3/?ref-code=04858 …",check out koinemployee powered by we offer you a complete solution in accessing an easy fast and low rate employee loans perfect for all your personal needs and get all the benefits onelink me nfbo 8p99q352k3 ref,-1,1008
8caedce2-438b-4289-8907-4f3a15b7c0c2,2020-02-17,mrfnatico,P2P lending ya? Pernah tapi bukan koinworks,p2p lending ya,-1,1009
f17b5a3c-a01a-4729-b78b-d09fe7f3e3e8,2020-02-17,alaanndd,Koinworks & Traveloka? 🤔,traveloka,0,1010
80e5d74b-3e29-4717-934c-ccfd46672e07,2020-02-17,kontannews,P2P lending KoinWorks target 1 juta pengguna di 2020  http://keuangan.kontan.co.id/news/p2p-lending-koinworks-target-1-juta-pengguna-di-2020 … #Fintech,p2p lending target juta pengguna keuangan kontan co id news p2p lending target juta pengguna fintech,-1,1011
5743e7e0-4844-4845-9be2-5d5961e422f8,2020-02-17,linda_christi,KoinWorks Rekrut Talenta Untuk Duduk di Jajaran Petinggi  https://www.wartabugar.com/koinworks-rekrut-talenta-untuk-duduk-di-jajaran-petinggi/ … pic.twitter.com/islGAed7e2,rekrut talenta duduk jajaran petinggi wartabugar rekrut talenta duduk jajaran petinggi islgaed7e2,0,1012
26937331-1604-401d-b9e7-a8e384d6fb6b,2020-02-17,wartabugarcom,KoinWorks Rekrut Talenta Untuk Duduk di Jajaran Petinggi  https://www.wartabugar.com/koinworks-rekrut-talenta-untuk-duduk-di-jajaran-petinggi/ … pic.twitter.com/07FeODVrRk,rekrut talenta duduk jajaran petinggi wartabugar rekrut talenta duduk jajaran petinggi 07feodvrrk,0,1013
76880db6-7e14-46a9-95bc-c61d2b9a701a,2020-02-17,egityo,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app.

 https://youtu.be/D1N34eRVkqM 

Download and *Use my code  a87752  to get 350,000* KOIN or click   https://koinworks.onelink.me/LgVI/c39eed2b ",let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single be d1n34ervkqm and use my a87752 to get koin or click onelink me lgvi c39eed2b,4,1014
333ce6cb-6f2c-4481-b325-9449f13c5ddd,2020-02-17,winprins,"ini kapan release aplikasi benernya ya bos @koinworks ??
masa iya begini terus kejadian?",release aplikasi benernya ya bos iya kejadian,0,1015
67d66917-877d-4f5a-a680-9b1b9e6ecf08,2020-02-17,alfatrex_id,buat kamu umkm atau pebisnis online @alfatrex dan @koinworks mempersembahkan sebuah acara dengan tema #dialokal   Di acara ini kita akan membahas banyak hal menarik tentang bisnis online dan juga logistik loh. Yuk gabung ke acaranya di  http://bit.ly/dialokal14  dan Acara ini GRATIS pic.twitter.com/XNUfj8Udc7,umkm pebisnis online alfatrex mempersembahkan acara tema dialokal acara membahas menarik bisnis online logistik loh gabung acaranya bit ly dialokal14 acara gratis xnufj8udc7,0,1016
d69d04dd-b44c-44a6-b5e6-ae5046c208c3,2020-02-17,btcnasia,"KoinWorks CEO: The future of Indonesian fintech lies in automated, all-in financial management app  https://e27.co/koinworks-ceo-the-future-of-indonesian-fintech-lies-in-automated-all-in-financial-management-app-20200122/ … #indonesia #fintech RT @FRProspektiv",ceo the future of indonesian fintech lies in automated all in financial management e27 co ceo the future of indonesian fintech lies in automated all in financial management indonesia fintech rt frprospektiv,-1,1017
09427d42-03f2-45f1-bd1b-8dbb889763ee,2020-02-17,frprospektiv,"KoinWorks CEO: The future of Indonesian fintech lies in automated, all-in financial management app  https://e27.co/koinworks-ceo-the-future-of-indonesian-fintech-lies-in-automated-all-in-financial-management-app-20200122/ … #indonesia #fintech",ceo the future of indonesian fintech lies in automated all in financial management e27 co ceo the future of indonesian fintech lies in automated all in financial management indonesia fintech,-1,1018
86483d77-edcb-45ba-89b3-4fb7d18b81be,2020-02-15,kuroikyun,"Halo admin,

mau Tanya untuk ID produk no.  212019fb3f kenapa belum dibayar ya?
Seharusnya tgl 1 Oktober sudah lunas 2 jt lebihnya. Tolong ditagihkan
ya, karena sudah lebih dari 120 hari menunggak. Seharusnya sudah masuk
status GAGAL BAYAR.",halo admin tanya id produk no 212019fb3f dibayar ya tgl oktober sudah lunas jt lebihnya tolong ditagihkan ya sudah menunggak sudah masuk status gagal bayar,-1,1019
e85a0084-e0f7-4b72-8036-9216d8accd28,2020-02-15,growthlists,"Funded FinTech Startups to Watch in 2020  https://growthlist.co/finance-startups …

Featuring: @Papaya_Global @ddigifin1 @KoinWorks @DeserveCards @OctaneLending @paidyjp @freetrade @vindex @mqubemortgage @ovalmoney @theyoungalfred @current @cogninow @Spiff_Inc pic.twitter.com/e2Vl3TGArT",funded fintech startups to watch in growthlist co finance startups featuring papaya global ddigifin1 deservecards octanelending paidyjp freetrade vindex mqubemortgage ovalmoney theyoungalfred current cogninow spiff inc e2vl3tgart,31,1020
6afe794c-c354-42a0-9e4f-6aeefb885332,2020-02-15,lastefenny,"gabisa tidur, bukanya koinworks, seratus rebu tanam lagii",gabisa tidur bukanya seratus rebu tanam lagii,0,1021
bab13e4e-4417-4a31-8384-495812dc8c3d,2020-02-14,gerunion77,"Mantap, bbrp teman dan dipromosikan. Blm pd daftar sih",mantap bbrp teman dipromosikan blm pd daftar sih,0,1022
10644101-f77f-4d86-ba49-58c261df99f2,2020-02-14,buletbuletkecil,Terimakasih min,terimakasih min,-1,1023
8b28767b-5f96-410c-805f-feb07cbc56b2,2020-02-14,vaporvolx,"@koinworks Saya kasih pendanaan di koinworks seharusnya jatuh tempo bulan Oct 2019 tapi sampai sekarang belum terbayarkan dan tidak ada follow up dari pihak #koinworks

Padahal grade A3 itu

Bagaimana ini ??",kasih pendanaan jatuh tempo oct terbayarkan ada follow up grade a3,-1,1024
05c8606d-9b55-4a94-9b0e-c0b3b2473c86,2020-02-13,zenchannosuke,"5 Games to get to know me :

1. Pokemon Go
2. Ipot
3. Assetku
4. ManSek
5. Koinworks  https://twitter.com/ujekgnasip/status/1227831879732097024 …",games to get to know me pokemon go ipot assetku mansek ujekgnasip status,-1,1025
ac445017-8f43-479e-aa53-261349489c18,2020-02-13,jeprince97,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 
 *Click to watch video* 
  https://youtu.be/ir7B7HSXwRs ",let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single click to watch video be ir7b7hsxwrs,-1,1026
906f333e-283a-4430-bba2-b992932d8ea3,2020-02-13,dafuux,"apapun masalahnya,  promosi itu penting 🐍",apapun promosi,0,1027
85489c7a-b662-493a-b337-3128353c5ff7,2020-02-12,firapuspa,"udah dr kemaren2 mau nyoba asetku,koinworks, dkk nya. udah sempet download juga, agak bingung. Dan emang bener, beda konsep sm reksadana. karna selama ini cuma main di tokped, dan milih yg syariah jg.. gak recommend sih buat kaum muslim yg beriman 😅 hahaha #inmyopinion",udah dr kemaren2 nyoba asetku dkk nya udah sempet bingung emang bener beda konsep sm reksadana karna main tokped milih syariah jg gak recommend sih kaum muslim beriman inmyopinion,0,1028
ce4dcd35-a94d-4990-b836-d0ec91608a33,2020-02-12,inggridanstsy,@koinworks halo kaa harap cek dm ya thankss,halo kaa harap cek dm ya thankss,-1,1029
