index,date,username,name,tweet,urls,retweets_count,likes_count,hashtags,cleaned,flair_dataset,is_ref
2290,2020-03-09,eventsurabaya,Event Surabaya,"Yuk diskusi bagaimana mengelola keuangan pribadi yang baik bersama KoinWorks dan hiremaxi GRATIS, daftar di:  http://www.hiremaxi.com . pic.twitter.com/c0Qr5EG7Pe",['http://www.hiremaxi.com'],0,2,[],diskusi mengelola keuangan pribadi hiremaxi gratis daftar hiremaxi c0qr5eg7pe,yuk diskusi bagaimana mengelola keuangan pribadi yang baik bersama koinworks dan hiremaxi gratis daftar di http www hiremaxi com pic twitter com c0qr5eg7pe,False
2291,2020-03-09,dilosurabaya,DILo Surabaya,"DILo Surabaya bersama KoinWorks akan menggelar acara ""Financial Strategy in Digital Era"" dengan pemateri Willy Sanjaya, SE, M.Akt, CFP yang merupakan Head of Financial Consultant KoinWorks. Yang akan diadakan di DILo Surabaya. Yuk Daftarkan dirimu  http://bit.ly/koingodilosbymar … pic.twitter.com/pT9kqycPoX",['http://bit.ly/koingodilosbymar'],0,1,[],dilo surabaya menggelar acara financial strategy in digital era pemateri willy sanjaya m akt cfp head of financial consultant diadakan dilo surabaya daftarkan dirimu bit ly koingodilosbymar ... pt9kqycpox,dilo surabaya bersama koinworks akan menggelar acara financial strategy in digital era dengan pemateri willy sanjaya se m akt cfp yang merupakan head of financial consultant koinworks yang akan diadakan di dilo surabaya yuk daftarkan dirimu http bit ly koingodilosbymar ... pic twitter com pt9kqycpox,False
2292,2020-03-09,laurentiaangel,zero,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app.

 https://youtu.be/D1N34eRVkqM 

Download and *Use my code  a66205 to get 350,000* KOIN or click https://koinworks.onelink.me/LgVI/8586b9fe ","['https://youtu.be/D1N34eRVkqM', 'https://koinworks.onelink.me/LgVI/8586b9fe']",0,0,[],let me introduce you to indonesia first super financial get return up to p a and non collateralized loan in one single be d1n34ervkqm and use my a66205 to get koin or click onelink me lgvi 8586b9fe,hi let me introduce you to koinworks indonesia first super financial app get return up to p a and non collateralized loan in one single app https youtu be d1n34ervkqm download and use my code a66205 to get koin or click https koinworks onelink me lgvi 8586b9fe,False
2293,2020-03-09,ishakirene,Gina irene ishak,@koinworks .. saya kirim email kok ngak prnh di balas ya?,[],0,0,[],kirim email ngak prnh balas ya,koinworks saya kirim email kok ngak prnh di balas ya,False
2294,2020-03-09,lokercirebon,Loker Cirebon,"Walk In Interview Koinworks X Ambassador Hospitality Training Center (AHTC)

Dapatkan kesempatan untuk bekerja di Dubai!
Daftarkan dirimu untuk mengikuti interview langsung di link dibawah ini…  https://www.instagram.com/p/B9fmq3bhwaW/?igshid=4uuq69ifeib5 …",['https://www.instagram.com/p/B9fmq3bhwaW/?igshid=4uuq69ifeib5'],0,0,[],walk in interview x ambassador hospitality training center ahtc dapatkan kesempatan dubai daftarkan dirimu mengikuti interview langsung link dibawah ... p b9fmq3bhwaw igshid 4uuq69ifeib5 ...,walk in interview koinworks x ambassador hospitality training center ahtc dapatkan kesempatan untuk bekerja di dubai daftarkan dirimu untuk mengikuti interview langsung di link dibawah ini... https www instagram com p b9fmq3bhwaw igshid 4uuq69ifeib5 ...,False
2295,2020-03-09,ariesarcha,ferthee,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://ift.tt/2X2uXFj  #InvestasiuntukNegri #Indonesia #Invest",['https://ift.tt/2X2uXFj'],0,0,"['#investasiuntuknegri', '#indonesia', '#invest']",hey i give you worth investment in lets join detail ift tt 2x2uxfj investasiuntuknegri indonesia invest,hey i give you worth investment in koinworks lets join detail https ift tt 2x2uxfj investasiuntuknegri indonesia invest,False
2296,2020-03-09,ishakirene,Gina irene ishak,@koinworks .. p2p saya buat RB FL 3741.. katanya udh paid.. tp sampe sekarang belum ada saya terima.. gmn nih?,[],0,0,[],p2p rb fl udh paid tp sampe ada terima gmn nih,koinworks p2p saya buat rb fl katanya udh paid tp sampe sekarang belum ada saya terima gmn nih,False
2301,2020-03-09,kabarsukadotcom,kabarsuka.com,#DitraktirKoinWorks; Sebuah Bentuk Apresiasi KoinWorks bagi para #PahlawanFinansial Indonesia http://rviv.ly/SbO9eY ,['http://rviv.ly/SbO9eY'],0,0,"['#ditraktirkoinworks', '#pahlawanfinansial']",ditraktirkoinworks bentuk apresiasi pahlawanfinansial indonesia rviv ly sbo9ey,ditraktirkoinworks sebuah bentuk apresiasi koinworks bagi para pahlawanfinansial indonesia http rviv ly sbo9ey,False
2302,2020-03-09,mrd1f,ridwan🐨,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App.

 Download dan *dapatkan 350,000* KOIN dengan kode saya MH71330 atau klik  https://koinworks.onelink.me/LgVI/f5f7b94b ",['https://koinworks.onelink.me/LgVI/f5f7b94b'],0,0,[],super financial indonesia hasil pendanaan p a pinjaman agunan dapatkan koin kode mh71330 klik onelink me lgvi f5f7b94b,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua di app download dan dapatkan koin dengan kode saya mh71330 atau klik https koinworks onelink me lgvi f5f7b94b,False
2305,2020-03-08,kontannews,KONTAN NEWS,Sebanyak 30% lender Koinworks salurkan pendanaan melalui KoinRobo  http://keuangan.kontan.co.id/news/sebanyak-30-lender-koinworks-salurkan-pendanaan-melalui-koinrobo … #Fintech,['http://keuangan.kontan.co.id/news/sebanyak-30-lender-koinworks-salurkan-pendanaan-melalui-koinrobo'],1,0,['#fintech'],lender salurkan pendanaan koinrobo keuangan kontan co id news lender salurkan pendanaan koinrobo ... fintech,sebanyak lender koinworks salurkan pendanaan melalui koinrobo http keuangan kontan co id news sebanyak lender koinworks salurkan pendanaan melalui koinrobo ... fintech,False
2307,2020-03-08,ariesarcha,ferthee,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://ift.tt/2X2uXFj  #InvestasiuntukNegri #Indonesia #Invest",['https://ift.tt/2X2uXFj'],0,0,"['#investasiuntuknegri', '#indonesia', '#invest']",hey i give you worth investment in lets join detail ift tt 2x2uxfj investasiuntuknegri indonesia invest,hey i give you worth investment in koinworks lets join detail https ift tt 2x2uxfj investasiuntuknegri indonesia invest,False
2310,2020-03-07,captain_kuro,Khandar William,@koinworks bagaimana cara melihat laporan laba rugi? Menunya udah ga ada,[],0,0,[],laporan laba rugi menunya udah ga ada,koinworks bagaimana cara melihat laporan laba rugi menunya udah ga ada,False
2312,2020-03-07,thedyluna,loons,"[PROMO] Jadilah #ChangeMaker dengan Mendanai UMKM, Nikmati Cashback-nya!

Jangan lupa kode referralnya TH33460 ya😊🙏
 https://koinworks.com/blog/promo-changemaker-cashback-2-juta/ … via @koinworks",['https://koinworks.com/blog/promo-changemaker-cashback-2-juta/'],0,0,['#changemaker'],promo changemaker mendanai umkm nikmati cashback nya lupa kode referralnya th33460 ya blog promo changemaker cashback juta ... via,promo jadilah changemaker dengan mendanai umkm nikmati cashback nya jangan lupa kode referralnya th33460 ya https koinworks com blog promo changemaker cashback juta ... via koinworks,False
2313,2020-03-07,fahrul95306316,FAHRUL,"@koinworks 
PERMISI SAYA KN LGI BUTUH UANG 900.000.000 JUTA APA KAH BISA MEMINJAMKAN KE SAYA",[],0,0,[],permisi kn lgi butuh uang juta kah bisa meminjamkan,koinworks permisi saya kn lgi butuh uang juta apa kah bisa meminjamkan ke saya,False
2316,2020-03-07,ariesarcha,ferthee,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://ift.tt/2X2uXFj  #InvestasiuntukNegri #Indonesia #Invest",['https://ift.tt/2X2uXFj'],0,0,"['#investasiuntuknegri', '#indonesia', '#invest']",hey i give you worth investment in lets join detail ift tt 2x2uxfj investasiuntuknegri indonesia invest,hey i give you worth investment in koinworks lets join detail https ift tt 2x2uxfj investasiuntuknegri indonesia invest,False
2319,2020-03-07,kabarsukadotcom,kabarsuka.com,"KoinWorks Berbuka Puasa Bersama Media: Jaga Hati, Jaga THR  http://rviv.ly/FHXKJZ ",['http://rviv.ly/FHXKJZ'],0,0,[],berbuka puasa media jaga hati jaga thr rviv ly fhxkjz,koinworks berbuka puasa bersama media jaga hati jaga thr http rviv ly fhxkjz,False
2321,2020-03-07,ayuekasari19,Ayu Eka Sari,KoinWorks Super Finansial App adalah partner paling super yang pernah aku punya. Di sini semuanya super mudah dan menguntungkan. Klik link ini untuk dapatin 350rb KOIN atau bunga pinjaman yang rendah  https://koinworks.onelink.me/LgVI/d3cc2385 ,['https://koinworks.onelink.me/LgVI/d3cc2385'],0,0,[],super finansial partner super super mudah menguntungkan klik link dapatin 350rb koin bunga pinjaman rendah onelink me lgvi d3cc2385,koinworks super finansial app adalah partner paling super yang pernah aku punya di sini semuanya super mudah dan menguntungkan klik link ini untuk dapatin 350rb koin atau bunga pinjaman yang rendah https koinworks onelink me lgvi d3cc2385,False
2322,2020-03-06,reztory,Mr. Rez Iskandar,"Hi, check out *KoinEmployee powered by KoinWorks* We offer you a complete solution in accessing an *easy, fast and low rate employee loans perfect for all your personal needs.* 

*Download and Get all the benefits:*  https://koinworks.onelink.me/Nfbo/8P99Q352K3/?ref-code=MH39027 …",['https://koinworks.onelink.me/Nfbo/8P99Q352K3/?ref-code=MH39027'],0,0,[],check out koinemployee powered by we offer you a complete solution in accessing an easy fast and low rate employee loans perfect for all your personal needs and get all the benefits onelink me nfbo 8p99q352k3 ref mh39027 ...,hi check out koinemployee powered by koinworks we offer you a complete solution in accessing an easy fast and low rate employee loans perfect for all your personal needs download and get all the benefits https koinworks onelink me nfbo 8p99q352k3 ref code mh39027 ...,False
2326,2020-03-06,tioyes88,Slamet Septiono,Lama,[],0,0,[],,lama,False
2329,2020-03-06,settingwaroeng,Waroeng Setting,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan hingga 18% p.a Khusus yg Suka BerINVEST

Lihat Videonya  https://youtu.be/1AHNVeiG4NE  
Download dan dapatkan 350,000 KOIN dengan kode saya a76432 atau klik  https://koinworks.onelink.me/LgVI/b785ddc8 
terdaftar & diawasi OJK","['https://youtu.be/1AHNVeiG4NE', 'https://koinworks.onelink.me/LgVI/b785ddc8']",0,0,[],super financial indonesia hasil pendanaan p a khusus suka berinvest lihat videonya be 1ahnveig4ne dapatkan koin kode a76432 klik onelink me lgvi b785ddc8 terdaftar diawasi ojk,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a khusus yg suka berinvest lihat videonya https youtu be 1ahnveig4ne download dan dapatkan koin dengan kode saya a76432 atau klik https koinworks onelink me lgvi b785ddc8 terdaftar diawasi ojk,False
2330,2020-03-06,aryasedana,Arya Sedana,"Min @koinworks , jawab donk dm nya",[],0,0,[],min donk dm nya,min koinworks jawab donk dm nya,False
2335,2020-03-06,ariesarcha,ferthee,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://ift.tt/2X2uXFj  #InvestasiuntukNegri #Indonesia #Invest",['https://ift.tt/2X2uXFj'],0,0,"['#investasiuntuknegri', '#indonesia', '#invest']",hey i give you worth investment in lets join detail ift tt 2x2uxfj investasiuntuknegri indonesia invest,hey i give you worth investment in koinworks lets join detail https ift tt 2x2uxfj investasiuntuknegri indonesia invest,False
2336,2020-03-06,andreaswb,andreaswb,WKWKWKWKW,[],0,0,[],wkwkwkwkw,wkwkwkwkw,False
2337,2020-03-06,ariyadifebri,Febri.,I save this for later 😝,[],0,0,[],i save this for later,i save this for later,False
2340,2020-03-06,ayuekasari19,Ayu Eka Sari,KoinWorks Super Finansial App adalah partner paling super yang pernah aku punya. Di sini semuanya super mudah dan menguntungkan. Klik link ini untuk dapatin 350rb KOIN atau bunga pinjaman yang rendah  https://koinworks.onelink.me/LgVI/4f1f1d02 ,['https://koinworks.onelink.me/LgVI/4f1f1d02'],0,0,[],super finansial partner super super mudah menguntungkan klik link dapatin 350rb koin bunga pinjaman rendah onelink me lgvi 4f1f1d02,koinworks super finansial app adalah partner paling super yang pernah aku punya di sini semuanya super mudah dan menguntungkan klik link ini untuk dapatin 350rb koin atau bunga pinjaman yang rendah https koinworks onelink me lgvi 4f1f1d02,False
2341,2020-03-05,sivhamaliel,Andrew Santos,"*KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* in one single app.
Download and *Use my code  a42483 to get 350,000* KOIN or click  
KoinWorks is *registered & supervised by OJK* Indonesia Financial Service Authority",[],0,0,[],indonesia first super financial get return up to p a in one single and use my a42483 to get koin or click is registered supervised by ojk indonesia financial service authority,koinworks indonesia first super financial app get return up to p a in one single app download and use my code a42483 to get koin or click koinworks is registered supervised by ojk indonesia financial service authority,False
2342,2020-03-05,wellymulia,Welly Mulia,"@koinworks
Kapan kami sbg investor bisa mendapatkan laporan laba rugi untuk tahun 2019?

Seperti yg disediakan pada tahun 2018:
 https://share.getcloudapp.com/geu24WL7 

Ini untuk kebutuhan pelaporan SPT.

Thanks.",['https://share.getcloudapp.com/geu24WL7'],0,0,[],sbg investor bisa laporan laba rugi disediakan share getcloudapp geu24wl7 kebutuhan pelaporan spt thanks,koinworks kapan kami sbg investor bisa mendapatkan laporan laba rugi untuk tahun seperti yg disediakan pada tahun https share getcloudapp com geu24wl7 ini untuk kebutuhan pelaporan spt thanks,False
2344,2020-03-05,maulviadib,Maulvi M. Adib,"Mungkin bisa coba p2p lending yg bisa mulai dari 100rb, coba yg udah pasti aja kaya KoinWorks, mereka jg sering cashback koin tiap bulan, malahan welcome koin-nya senilai 350rb, cmiiw",[],0,0,[],bisa coba p2p lending bisa 100rb coba udah kaya jg cashback koin welcome koin nya senilai 350rb cmiiw,mungkin bisa coba p2p lending yg bisa mulai dari 100rb coba yg udah pasti aja kaya koinworks mereka jg sering cashback koin tiap bulan malahan welcome koin nya senilai 350rb cmiiw,False
2351,2020-03-05,tracxn,Tracxn,"Congrats!! @applepiecapital, @modalkuid, @selflender, @indifitech, @koinworks, @kredxindia, @fundsocieties, @loantapin have made to ""Emerging Alternative Lending Startups 2020""!  https://tracxn.com/d/emerging-startups/top-alternative-lending-startups-2020 …
#lending #finance #mortgage #money #emergingtech #tech #startup",['https://tracxn.com/d/emerging-startups/top-alternative-lending-startups-2020'],0,3,"['#lending', '#finance', '#mortgage', '#money', '#emergingtech', '#tech', '#startup']",congrats applepiecapital modalkuid selflender indifitech kredxindia fundsocieties loantapin have made to emerging alternative lending startups tracxn d emerging startups top alternative lending startups ... lending finance mortgage money emergingtech tech startup,congrats applepiecapital modalkuid selflender indifitech koinworks kredxindia fundsocieties loantapin have made to emerging alternative lending startups https tracxn com d emerging startups top alternative lending startups ... lending finance mortgage money emergingtech tech startup,False
2352,2020-03-05,rif4l,rif4l,"Download dan *dapatkan 350,000* KOIN dengan kode saya 94333 atau klik  https://koinworks.onelink.me/LgVI/308f1a89 
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://koinworks.onelink.me/LgVI/308f1a89'],0,0,[],dapatkan koin kode klik onelink me lgvi 308f1a89 terdaftar diawasi ojk,download dan dapatkan koin dengan kode saya atau klik https koinworks onelink me lgvi 308f1a89 koinworks terdaftar dan diawasi oleh ojk,False
2354,2020-03-05,agendakotaid,AGENDAKOTA,"[Kopi Chat x KoinWorks] Journey of Indonesia’s Financial Super App

This month’s Kopi Chat will be sharing about Behind The Works of A Game-Changing Creator Enhancing The Future Of Fintech.

 https://agendakota.id/events/kopi-chat-x-koinworks-journey-of-indonesias-financial-super-app/ … pic.twitter.com/CSqzzcUCDh",['https://agendakota.id/events/kopi-chat-x-koinworks-journey-of-indonesias-financial-super-app/'],0,1,[],kopi chat x journey of indonesia's financial super this month's kopi chat will be sharing about behind the works of a game changing creator enhancing the future of fintech agendakota id events kopi chat x journey of indonesias financial super ... csqzzcucdh,kopi chat x koinworks journey of indonesia's financial super app this month's kopi chat will be sharing about behind the works of a game changing creator enhancing the future of fintech https agendakota id events kopi chat x koinworks journey of indonesias financial super app ... pic twitter com csqzzcucdh,False
2356,2020-03-05,eventsurabaya,Event Surabaya,"Yuk diskusi bagaimana mengelola keuangan pribadi yang baik bersama KoinWorks dan hiremaxi GRATIS, daftar di:  http://www.hiremaxi.com . pic.twitter.com/crfar3MpHA",['http://www.hiremaxi.com'],0,0,[],diskusi mengelola keuangan pribadi hiremaxi gratis daftar hiremaxi crfar3mpha,yuk diskusi bagaimana mengelola keuangan pribadi yang baik bersama koinworks dan hiremaxi gratis daftar di http www hiremaxi com pic twitter com crfar3mpha,False
2364,2020-03-05,kabarsukadotcom,kabarsuka.com,#DitraktirKoinWorks; Sebuah Bentuk Apresiasi KoinWorks bagi para #PahlawanFinansial Indonesia http://rviv.ly/SbO9eY ,['http://rviv.ly/SbO9eY'],0,0,"['#ditraktirkoinworks', '#pahlawanfinansial']",ditraktirkoinworks bentuk apresiasi pahlawanfinansial indonesia rviv ly sbo9ey,ditraktirkoinworks sebuah bentuk apresiasi koinworks bagi para pahlawanfinansial indonesia http rviv ly sbo9ey,False
2365,2020-03-05,ariesarcha,ferthee,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://ift.tt/2X2uXFj  #InvestasiuntukNegri #Indonesia #Invest",['https://ift.tt/2X2uXFj'],0,0,"['#investasiuntuknegri', '#indonesia', '#invest']",hey i give you worth investment in lets join detail ift tt 2x2uxfj investasiuntuknegri indonesia invest,hey i give you worth investment in koinworks lets join detail https ift tt 2x2uxfj investasiuntuknegri indonesia invest,False
2368,2020-03-05,belanjacelana,belanjacelana,KoinWorks Mengenalkan Kecanggihan Super Financial App KoinRobo  https://ift.tt/39o8cm1 ,['https://ift.tt/39o8cm1'],0,0,[],mengenalkan kecanggihan super financial koinrobo ift tt 39o8cm1,koinworks mengenalkan kecanggihan super financial app koinrobo https ift tt 39o8cm1,False
2369,2020-03-05,wanitaimpianmu,wanitaimpian,KoinWorks Mengenalkan Kecanggihan Super Financial App KoinRobo  https://ift.tt/39o8cm1 ,['https://ift.tt/39o8cm1'],0,0,[],mengenalkan kecanggihan super financial koinrobo ift tt 39o8cm1,koinworks mengenalkan kecanggihan super financial app koinrobo https ift tt 39o8cm1,False
2370,2020-03-05,tega_ya,tega,KoinWorks Mengenalkan Kecanggihan Super Financial App KoinRobo  https://ift.tt/39o8cm1 ,['https://ift.tt/39o8cm1'],0,0,[],mengenalkan kecanggihan super financial koinrobo ift tt 39o8cm1,koinworks mengenalkan kecanggihan super financial app koinrobo https ift tt 39o8cm1,False
2373,2020-03-04,imamismail_,Imam Ismail,@koinworks tolong cek dm lagi ya,[],0,0,[],tolong cek dm ya,koinworks tolong cek dm lagi ya,False
2374,2020-03-04,sabaicoin,qCoin,"Daripada banyak bertingkah di sosmed min, mending gunakan energi betulkan dulu aplikasi Sontoloyo Fin Apps dan sistem nya. Perbaiki juga kualitas CS-nya, balasan e-mail kaya robot yang balas udah itu lama lagi. 
FYI,banyak orang mulai ninggalin KW, mending hijrah ke yg lain.",[],0,0,[],bertingkah sosmed min mending energi betulkan aplikasi sontoloyo fin apps sistem nya perbaiki kualitas cs nya balasan e mail kaya robot balas udah fyi orang ninggalin kw mending hijrah,daripada banyak bertingkah di sosmed min mending gunakan energi betulkan dulu aplikasi sontoloyo fin apps dan sistem nya perbaiki juga kualitas cs nya balasan e mail kaya robot yang balas udah itu lama lagi fyi banyak orang mulai ninggalin kw mending hijrah ke yg lain,False
2375,2020-03-04,purnama50741301,PURNAMA,Siap min semoga Rizqi ku lancar...Aamiin,[],0,2,[],min semoga rizqi ku lancar aamiin,siap min semoga rizqi ku lancar aamiin,False
2376,2020-03-04,vaporvolx,Volx Vapor,Bagaimana follow up untuk ID produk 212019e483 yg gagal bayar sejak Oktober 2019 kemarin ?? Saya tunggu sampai hari Jumat pukul 24.00 untuk pencairan dana saya,[],0,0,[],follow up id produk 212019e483 gagal bayar oktober kemarin tunggu jumat pencairan dana,bagaimana follow up untuk id produk 212019e483 yg gagal bayar sejak oktober kemarin saya tunggu sampai hari jumat pukul untuk pencairan dana saya,False
2377,2020-03-04,mf_dika,Muhammad Fradika,"Hi, ini KoinWorks Super Financial App pertama di Indonesia. Hasil Pendanaan *hingga 18% p.a* dan *pinjaman tanpa agunan* semua di 1 App. 
 
 Download dan *dapatkan 350,000* KOIN dengan kode saya CN61356 atau klik  https://koinworks.onelink.me/LgVI/acddc7fb 
KoinWorks *terdaftar dan diawasi oleh OJK*",['https://koinworks.onelink.me/LgVI/acddc7fb'],0,0,[],super financial indonesia hasil pendanaan p a pinjaman agunan dapatkan koin kode cn61356 klik onelink me lgvi acddc7fb terdaftar diawasi ojk,hi ini koinworks super financial app pertama di indonesia hasil pendanaan hingga p a dan pinjaman tanpa agunan semua di app download dan dapatkan koin dengan kode saya cn61356 atau klik https koinworks onelink me lgvi acddc7fb koinworks terdaftar dan diawasi oleh ojk,False
2378,2020-03-04,djie74439081,Djie,Pengajuan pinjaman terlalu lama.. sudah 2 minggu lewat masih dalam antrian saja,[],0,0,[],pengajuan pinjaman sudah minggu antrian,pengajuan pinjaman terlalu lama sudah minggu lewat masih dalam antrian saja,False
2379,2020-03-04,ini_surabaya,ini_surabaya,"Mau tau serunya membuat perbincangan mengenai perencanaan keuangan seorang musisi ?

Kali ini KoinWorks buat Money Diary Talks (MDT) di Surabaya!

#MoneyDiary Talk kali ini akan mengangkat judul: Let’s Set Up the…  https://www.instagram.com/p/B9Tx-A4HfZr/?igshid=g3fqbeftgjct …",['https://www.instagram.com/p/B9Tx-A4HfZr/?igshid=g3fqbeftgjct'],0,0,['#moneydiary'],tau serunya perbincangan perencanaan keuangan musisi kali money diary talks mdt surabaya moneydiary talk kali mengangkat judul let's set up the... p b9tx a4hfzr igshid g3fqbeftgjct ...,mau tau serunya membuat perbincangan mengenai perencanaan keuangan seorang musisi kali ini koinworks buat money diary talks mdt di surabaya moneydiary talk kali ini akan mengangkat judul let's set up the... https www instagram com p b9tx a4hfzr igshid g3fqbeftgjct ...,False
2383,2020-03-04,reztory,Mr. Rez Iskandar,@koinworks reply DM dong,[],0,0,[],reply dm,koinworks reply dm dong,False
2384,2020-03-04,emifatizebua1,Emifati Zebua,"Check out ""[Kopi Chat x Koinworks ] Jonathan Bryan and the future of fintech""  https://www.eventbrite.com/e/kopi-chat-x-koinworks-jonathan-bryan-and-the-future-of-fintech-tickets-94578305257?aff=estw&utm-medium=discovery&utm-campaign=social&utm-content=attendeeshare&utm-source=tw&utm-term=destsearch … @Eventbrite",['https://www.eventbrite.com/e/kopi-chat-x-koinworks-jonathan-bryan-and-the-future-of-fintech-tickets-94578305257?aff=estw&utm-medium=discovery&utm-campaign=social&utm-content=attendeeshare&utm-source=tw&utm-term=destsearch'],0,0,[],check out kopi chat x jonathan bryan and the future of fintech eventbrite e kopi chat x jonathan bryan and the future of fintech tickets aff estw utm medium discovery utm campaign social utm content attendeeshare utm source tw utm term destsearch ... eventbrite,check out kopi chat x koinworks jonathan bryan and the future of fintech https www eventbrite com e kopi chat x koinworks jonathan bryan and the future of fintech tickets aff estw utm medium discovery utm campaign social utm content attendeeshare utm source tw utm term destsearch ... eventbrite,False
2386,2020-03-04,emifatizebua1,Emifati Zebua,"Check out ""[Kopi Chat x Koinworks ] Jonathan Bryan and the future of fintech""  https://www.eventbrite.com/e/kopi-chat-x-koinworks-jonathan-bryan-and-the-future-of-fintech-tickets-94578305257?aff=estw&utm-medium=discovery&utm-campaign=social&utm-content=attendeeshare&utm-source=tw&utm-term=citybrowse … @Eventbrite",['https://www.eventbrite.com/e/kopi-chat-x-koinworks-jonathan-bryan-and-the-future-of-fintech-tickets-94578305257?aff=estw&utm-medium=discovery&utm-campaign=social&utm-content=attendeeshare&utm-source=tw&utm-term=citybrowse'],0,0,[],check out kopi chat x jonathan bryan and the future of fintech eventbrite e kopi chat x jonathan bryan and the future of fintech tickets aff estw utm medium discovery utm campaign social utm content attendeeshare utm source tw utm term citybrowse ... eventbrite,check out kopi chat x koinworks jonathan bryan and the future of fintech https www eventbrite com e kopi chat x koinworks jonathan bryan and the future of fintech tickets aff estw utm medium discovery utm campaign social utm content attendeeshare utm source tw utm term citybrowse ... eventbrite,False
2387,2020-03-04,purnama50741301,PURNAMA,Pendanaanku masih dikit min..🤧🤧🤧,[],0,0,[],pendanaanku dikit min,pendanaanku masih dikit min,False
2398,2020-03-04,tioyes88,Slamet Septiono,Dm dm dm,[],0,0,[],dm dm dm,dm dm dm,False
2400,2020-03-04,fajar17,Divisi Humas PoIisi Bikini Bottom,Bg tutorial centang biru dong,[],0,2,[],bg tutorial centang biru,bg tutorial centang biru dong,False
2409,2020-03-04,eventsurabaya,Event Surabaya,"Yuk diskusi bagaimana mengelola keuangan pribadi yang baik bersama KoinWorks dan hiremaxi GRATIS, daftar di:  http://www.hiremaxi.com . pic.twitter.com/HOvcD6Mjpv",['http://www.hiremaxi.com'],0,0,[],diskusi mengelola keuangan pribadi hiremaxi gratis daftar hiremaxi hovcd6mjpv,yuk diskusi bagaimana mengelola keuangan pribadi yang baik bersama koinworks dan hiremaxi gratis daftar di http www hiremaxi com pic twitter com hovcd6mjpv,False
2410,2020-03-04,lokercirebon,Loker Cirebon,"Walk In Interview Koinworks X Ambassador Hospitality Training Center (AHTC)

Dapatkan kesempatan untuk bekerja di Dubai!
Daftarkan dirimu untuk mengikuti interview langsung di link dibawah ini…  https://www.instagram.com/p/B9TDrz9pUkJ/?igshid=1bc1joskmh92m …",['https://www.instagram.com/p/B9TDrz9pUkJ/?igshid=1bc1joskmh92m'],0,0,[],walk in interview x ambassador hospitality training center ahtc dapatkan kesempatan dubai daftarkan dirimu mengikuti interview langsung link dibawah ... p b9tdrz9pukj igshid 1bc1joskmh92m ...,walk in interview koinworks x ambassador hospitality training center ahtc dapatkan kesempatan untuk bekerja di dubai daftarkan dirimu untuk mengikuti interview langsung di link dibawah ini... https www instagram com p b9tdrz9pukj igshid 1bc1joskmh92m ...,False
2413,2020-03-04,ariesarcha,ferthee,"Hey, I give you 50.000 worth investment in KoinWorks. Lets join! Detail  https://ift.tt/2X2uXFj  #InvestasiuntukNegri #Indonesia #Invest",['https://ift.tt/2X2uXFj'],0,0,"['#investasiuntuknegri', '#indonesia', '#invest']",hey i give you worth investment in lets join detail ift tt 2x2uxfj investasiuntuknegri indonesia invest,hey i give you worth investment in koinworks lets join detail https ift tt 2x2uxfj investasiuntuknegri indonesia invest,False
2414,2020-03-03,kabarsukadotcom,kabarsuka.com,"KoinWorks Berbuka Puasa Bersama Media: Jaga Hati, Jaga THR  http://rviv.ly/JpkO5D ",['http://rviv.ly/JpkO5D'],0,0,[],berbuka puasa media jaga hati jaga thr rviv ly jpko5d,koinworks berbuka puasa bersama media jaga hati jaga thr http rviv ly jpko5d,False
2416,2020-03-03,ayipbachsan,ayip bachsan,@koinworks,[],0,0,[],,koinworks,False
2418,2020-03-03,zaendarma,ZAENAL ARIFIN,"Waspada Investasi di Crowde, Lebih Baik di Invisee, Akseleran, atau Koinworks  http://rviv.ly/qes2tS ",['http://rviv.ly/qes2tS'],0,0,[],waspada investasi crowde invisee akseleran rviv ly qes2ts,waspada investasi di crowde lebih baik di invisee akseleran atau koinworks http rviv ly qes2ts,False
2419,2020-03-03,eventsurabaya,Event Surabaya,"Yuk diskusi bagaimana mengelola keuangan pribadi yang baik bersama KoinWorks dan hiremaxi GRATIS, daftar di:  http://www.hiremaxi.com . pic.twitter.com/lWQJNoe8Nz",['http://www.hiremaxi.com'],0,1,[],diskusi mengelola keuangan pribadi hiremaxi gratis daftar hiremaxi lwqjnoe8nz,yuk diskusi bagaimana mengelola keuangan pribadi yang baik bersama koinworks dan hiremaxi gratis daftar di http www hiremaxi com pic twitter com lwqjnoe8nz,False
